pkey,subkey,augment,augmentProfile,input,generate,contextDict,expoutput,inputDict
surabhigupta#Deliverable 2A#ChatGPT2,15#5,TRUE,"{'method': 'ocr augmentation', 'subkey': '15#0'}",What is the powek loom?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,15#6,TRUE,"{'method': 'keyboard augmentation', 'subkey': '15#0'}",shat is the power loom?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,15#7,TRUE,"{'method': 'random char insert', 'subkey': '15#0'}",Wha3t is the power loom?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,15#8,TRUE,"{'method': 'random char swap', 'subkey': '15#0'}",What is the power olom?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,15#9,TRUE,"{'method': 'random char delete', 'subkey': '15#0'}",What is the pwer loom?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,16#0,FALSE,,What is a telegraph?,FALSE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,16#1,TRUE,"{'method': 'random word swap', 'subkey': '16#0'}",is What a telegraph?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,16#2,TRUE,"{'method': 'random word delete', 'subkey': '16#0'}",is a,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,16#3,TRUE,"{'method': 'random word insert', 'subkey': '16#0'}",What is a telegraph?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,16#4,TRUE,"{'method': 'synonym augmentation', 'subkey': '16#0'}",What be a telegraph?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,16#5,TRUE,"{'method': 'ocr augmentation', 'subkey': '16#0'}",What is a te1e9raph?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,16#6,TRUE,"{'method': 'keyboard augmentation', 'subkey': '16#0'}",Shat is a telegraph?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,16#7,TRUE,"{'method': 'random char insert', 'subkey': '16#0'}",DWhat is a telegraph?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,16#8,TRUE,"{'method': 'random char swap', 'subkey': '16#0'}",Whta is a telegraph?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,16#9,TRUE,"{'method': 'random char delete', 'subkey': '16#0'}",What is a elgraph?,TRUE,"{'OS': 'Windows', 'Browser': 'Bing', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,2#0,FALSE,,Who were key people of the Industrial Revolution?,FALSE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,2#1,TRUE,"{'method': 'random word swap', 'subkey': '2#0'}",Who key were people of the Industrial Revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,2#2,TRUE,"{'method': 'random word delete', 'subkey': '2#0'}",were key of the Industrial Revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,2#3,TRUE,"{'method': 'random word insert', 'subkey': '2#0'}",Who primal were key people of the Industrial Revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,2#4,TRUE,"{'method': 'random char insert', 'subkey': '2#0'}",Who were key peowple of the Industrial R3evxolutDion?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,2#5,TRUE,"{'method': 'synonym augmentation', 'subkey': '2#0'}",Who were key hoi polloi of the Industrial Revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,2#6,TRUE,"{'method': 'ocr augmentation', 'subkey': '2#0'}",Who weke rey people of the Industrial Revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,2#7,TRUE,"{'method': 'keyboard augmentation', 'subkey': '2#0'}",Who weee key people of the Industrial ReBllutioJ?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,2#8,TRUE,"{'method': 'random char swap', 'subkey': '2#0'}",Who were key peopel of the Industrial Revuoliton?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,2#9,TRUE,"{'method': 'random char delete', 'subkey': '2#0'}",Who wee key peope of the Industrial Revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,3#0,FALSE,,Who was Eli Whitney and what did he do in the Industrial Revolution?,FALSE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,3#1,TRUE,"{'method': 'random word swap', 'subkey': '3#0'}",Who was in Whitney and what did he do Eli the Industrial Revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,3#2,TRUE,"{'method': 'random word delete', 'subkey': '3#0'}",was Eli and what did he the Industrial Revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,3#3,TRUE,"{'method': 'random word insert', 'subkey': '3#0'}",Who was Eli Whitney who and what did he do in the Industrial Revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,3#4,TRUE,"{'method': 'random char insert', 'subkey': '3#0'}",Who was Eli WohitnNey and Cwhat did he do in the 2Industribawl (Rev@oluti4on?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,3#5,TRUE,"{'method': 'synonym augmentation', 'subkey': '3#0'}",Who was Eli Mount whitney and what serve he serve in the Industrial Gyration?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,3#6,TRUE,"{'method': 'ocr augmentation', 'subkey': '3#0'}",Wh0 was Eli Whitney and what did he du in the Industrial Revu1otion?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,3#7,TRUE,"{'method': 'keyboard augmentation', 'subkey': '3#0'}",Who was Eli DhLtney and @hat did he do in the IHduWRrial ReGooutikn?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,3#8,TRUE,"{'method': 'random char swap', 'subkey': '3#0'}",Who was Eli Hwtiney and waht did he do in the Indtusrail Erovluiton?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,3#9,TRUE,"{'method': 'random char delete', 'subkey': '3#0'}",Who was Eli Whity and wht did he do in the ndutial elution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Where'}
surabhigupta#Deliverable 2A#ChatGPT2,4#0,FALSE,,What happened in California during the industrial revolution?,FALSE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,4#1,TRUE,"{'method': 'random word swap', 'subkey': '4#0'}",What in happened California during the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,4#2,TRUE,"{'method': 'random word delete', 'subkey': '4#0'}",happened in during the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,4#3,TRUE,"{'method': 'random word insert', 'subkey': '4#0'}",What pass off happened in California during the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,4#4,TRUE,"{'method': 'random char insert', 'subkey': '4#0'}",What hap6pecned in XCaliMfo)rnia during the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,4#5,TRUE,"{'method': 'synonym augmentation', 'subkey': '4#0'}",What happened in California during the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,4#6,TRUE,"{'method': 'ocr augmentation', 'subkey': '4#0'}",What happened in California duking the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,4#7,TRUE,"{'method': 'keyboard augmentation', 'subkey': '4#0'}",What happened in California du4ing the Jndustrixo revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,4#8,TRUE,"{'method': 'random char swap', 'subkey': '4#0'}",What ahpepned in California during the indsutirla revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,4#9,TRUE,"{'method': 'random char delete', 'subkey': '4#0'}",Wht happened in California durig the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Student'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'When'}
surabhigupta#Deliverable 2A#ChatGPT2,5#0,FALSE,,Where was the lightbulb invented during the industrial revolution?,FALSE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,5#1,TRUE,"{'method': 'random word swap', 'subkey': '5#0'}",Where the was lightbulb invented during the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,5#2,TRUE,"{'method': 'random word delete', 'subkey': '5#0'}",was the invented during the industrial,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,5#3,TRUE,"{'method': 'random word insert', 'subkey': '5#0'}",Where electric light bulb was the lightbulb invented during the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,5#4,TRUE,"{'method': 'random char insert', 'subkey': '5#0'}",Wh#ere was the lightbulb invemntYed during the industrial revoflu9tEion?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,5#5,TRUE,"{'method': 'synonym augmentation', 'subkey': '5#0'}",Where was the bulb devise during the industrial rotation?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,5#6,TRUE,"{'method': 'ocr augmentation', 'subkey': '5#0'}",Where was the lightbulb invented duking the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,5#7,TRUE,"{'method': 'keyboard augmentation', 'subkey': '5#0'}",Wherd was the lightbulb inventFF durinF the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,5#8,TRUE,"{'method': 'random char swap', 'subkey': '5#0'}",Hwere was the lighutblb invented during the insdutiral revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,5#9,TRUE,"{'method': 'random char delete', 'subkey': '5#0'}",Were was the lghtulb invented durig the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Pass', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'Who'}
surabhigupta#Deliverable 2A#ChatGPT2,6#0,FALSE,,When did we experience the negative consequences of the industrial revolution?,FALSE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,6#1,TRUE,"{'method': 'random word swap', 'subkey': '6#0'}",When did industrial experience the negative consequences of the we revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,6#2,TRUE,"{'method': 'random word delete', 'subkey': '6#0'}",did we the negative consequences of revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,6#3,TRUE,"{'method': 'random word insert', 'subkey': '6#0'}",When did we experience the negative consequences of the receive industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,6#4,TRUE,"{'method': 'random char insert', 'subkey': '6#0'}",When did we experience the negative coLnsevquenc(es of the iyndustr%iUal nrevolFut8ion?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,6#5,TRUE,"{'method': 'synonym augmentation', 'subkey': '6#0'}",When do we experience the negatively charged consequences of the industrial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,6#6,TRUE,"{'method': 'ocr augmentation', 'subkey': '6#0'}",When did we experience the negative consequences of the indo8tkial revolution?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,6#7,TRUE,"{'method': 'keyboard augmentation', 'subkey': '6#0'}",1hen did we experience the BegatiFe consequences of the industrial reCKluFion?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
surabhigupta#Deliverable 2A#ChatGPT2,6#8,TRUE,"{'method': 'random char swap', 'subkey': '6#0'}",When did we epxerineec the negative consequences of the niudsrtial revolutino?,TRUE,"{'OS': 'Windows', 'Browser': 'Chrome', 'User Type': 'Teacher'}","{'Industrial Revolution.What': 'Pass', 'Industrial Revolution.When': 'Pass', 'Industrial Revolution.Who': 'Fail', 'Industrial Revolution.Where': 'Pass'}",{'Industrial Revolution': 'What'}
